DataPoint,Cycle Index,Step Index,Step Type,Time,Total Time,Current(mA),Voltage(V),Capacity(mAh),Spec. Cap.(mAh/g),Chg. Cap.(mAh),DChg. Cap.(mAh),DChg. Spec. Cap.(mAh/g),Accumulated capacity(mAh),Energy(mWh),Date,Power(mW),
273,1,2,CCCV DChg,01:45:30.000,02:15:30.000,-0.2,3.8227,0.43957977,18.32,0.0,0.4,18.32,-0.4,1.7,2025-02-26 21:56:27,-1.0,
274,1,2,CCCV DChg,01:46:00.000,02:16:00.000,-0.2,3.8218,0.44166309,18.40,0.0,0.4,18.40,-0.4,1.7,2025-02-26 21:56:57,-1.0,
275,1,2,CCCV DChg,01:46:30.000,02:16:30.000,-0.2,3.8209,0.4437464,18.49,0.0,0.4,18.49,-0.4,1.7,2025-02-26 21:57:27,-1.0,
276,1,2,CCCV DChg,01:47:00.000,02:17:00.000,-0.3,3.8201,0.4458297,18.58,0.0,0.4,18.58,-0.4,1.8,2025-02-26 21:57:57,-1.0,
277,1,2,CCCV DChg,01:47:30.000,02:17:30.000,-0.2,3.8192,0.44791302,18.66,0.0,0.4,18.66,-0.4,1.8,2025-02-26 21:58:27,-1.0,
278,1,2,CCCV DChg,01:48:00.000,02:18:00.000,-0.2,3.8183,0.44999632,18.75,0.0,0.4,18.75,-0.4,1.8,2025-02-26 21:58:57,-1.0,
279,1,2,CCCV DChg,01:48:30.000,02:18:30.000,-0.2,3.8175,0.45207966,18.84,0.0,0.5,18.84,-0.5,1.8,2025-02-26 21:59:27,-1.0,
280,1,2,CCCV DChg,01:49:00.000,02:19:00.000,-0.2,3.8166,0.45416297,18.92,0.0,0.5,18.92,-0.5,1.8,2025-02-26 21:59:57,-1.0,
281,1,2,CCCV DChg,01:49:30.000,02:19:30.000,-0.2,3.8158,0.45624628,19.01,0.0,0.5,19.01,-0.5,1.8,2025-02-26 22:00:27,-1.0,
282,1,2,CCCV DChg,01:50:00.000,02:20:00.000,-0.2,3.8149,0.4583296,19.10,0.0,0.5,19.10,-0.5,1.8,2025-02-26 22:00:57,-1.0,
283,1,2,CCCV DChg,01:50:30.000,02:20:30.000,-0.2,3.8141,0.4604129,19.18,0.0,0.5,19.18,-0.5,1.8,2025-02-26 22:01:27,-1.0,
284,1,2,CCCV DChg,01:51:00.000,02:21:00.000,-0.2,3.8132,0.4624962,19.27,0.0,0.5,19.27,-0.5,1.8,2025-02-26 22:01:57,-1.0,
285,1,2,CCCV DChg,01:51:30.000,02:21:30.000,-0.2,3.8124,0.46457953,19.36,0.0,0.5,19.36,-0.5,1.8,2025-02-26 22:02:27,-1.0,
286,1,2,CCCV DChg,01:52:00.000,02:22:00.000,-0.2,3.8116,0.46666285,19.44,0.0,0.5,19.44,-0.5,1.8,2025-02-26 22:02:57,-1.0,
287,1,2,CCCV DChg,01:52:30.000,02:22:30.000,-0.2,3.8107,0.46874616,19.53,0.0,0.5,19.53,-0.5,1.8,2025-02-26 22:03:27,-1.0,
288,1,2,CCCV DChg,01:53:00.000,02:23:00.000,-0.2,3.8098,0.47082946,19.62,0.0,0.5,19.62,-0.5,1.8,2025-02-26 22:03:57,-1.0,
289,1,2,CCCV DChg,01:53:30.000,02:23:30.000,-0.2,3.8090,0.47291278,19.70,0.0,0.5,19.70,-0.5,1.9,2025-02-26 22:04:27,-1.0,
290,1,2,CCCV DChg,01:54:00.000,02:24:00.000,-0.2,3.8082,0.47499608,19.79,0.0,0.5,19.79,-0.5,1.9,2025-02-26 22:04:57,-1.0,
291,1,2,CCCV DChg,01:54:30.000,02:24:30.000,-0.2,3.8073,0.47707939,19.88,0.0,0.5,19.88,-0.5,1.9,2025-02-26 22:05:27,-1.0,
292,1,2,CCCV DChg,01:55:00.000,02:25:00.000,-0.2,3.8065,0.47916269,19.97,0.0,0.5,19.97,-0.5,1.9,2025-02-26 22:05:57,-1.0,
293,1,2,CCCV DChg,01:55:30.000,02:25:30.000,-0.2,3.8057,0.48124597,20.05,0.0,0.5,20.05,-0.5,1.9,2025-02-26 22:06:27,-1.0,
294,1,2,CCCV DChg,01:56:00.000,02:26:00.000,-0.2,3.8048,0.48332926,20.14,0.0,0.5,20.14,-0.5,1.9,2025-02-26 22:06:57,-1.0,
295,1,2,CCCV DChg,01:56:30.000,02:26:30.000,-0.2,3.8040,0.48541258,20.23,0.0,0.5,20.23,-0.5,1.9,2025-02-26 22:07:27,-1.0,
296,1,2,CCCV DChg,01:57:00.000,02:27:00.000,-0.2,3.8031,0.48749589,20.31,0.0,0.5,20.31,-0.5,1.9,2025-02-26 22:07:57,-1.0,
297,1,2,CCCV DChg,01:57:30.000,02:27:30.000,-0.2,3.8023,0.48957916,20.40,0.0,0.5,20.40,-0.5,1.9,2025-02-26 22:08:27,-1.0,
298,1,2,CCCV DChg,01:58:00.000,02:28:00.000,-0.2,3.8015,0.49166248,20.49,0.0,0.5,20.49,-0.5,1.9,2025-02-26 22:08:57,-1.0,
299,1,2,CCCV DChg,01:58:30.000,02:28:30.000,-0.2,3.8007,0.49374579,20.57,0.0,0.5,20.57,-0.5,1.9,2025-02-26 22:09:27,-1.0,
300,1,2,CCCV DChg,01:59:00.000,02:29:00.000,-0.2,3.7998,0.4958291,20.66,0.0,0.5,20.66,-0.5,1.9,2025-02-26 22:09:57,-0.9,
301,1,2,CCCV DChg,01:59:30.000,02:29:30.000,-0.2,3.7990,0.4979124,20.75,0.0,0.5,20.75,-0.5,2.0,2025-02-26 22:10:27,-0.9,
302,1,2,CCCV DChg,02:00:00.000,02:30:00.000,-0.2,3.7982,0.49999571,20.83,0.0,0.5,20.83,-0.5,2.0,2025-02-26 22:10:57,-0.9,
303,1,2,CCCV DChg,02:00:30.000,02:30:30.000,-0.2,3.7973,0.50207903,20.92,0.0,0.5,20.92,-0.5,2.0,2025-02-26 22:11:27,-0.9,
304,1,2,CCCV DChg,02:01:00.000,02:31:00.000,-0.2,3.7965,0.50416235,21.01,0.0,0.5,21.01,-0.5,2.0,2025-02-26 22:11:57,-0.9,
305,1,2,CCCV DChg,02:01:30.000,02:31:30.000,-0.2,3.7957,0.50624568,21.09,0.0,0.5,21.09,-0.5,2.0,2025-02-26 22:12:27,-0.9,
306,1,2,CCCV DChg,02:02:00.000,02:32:00.000,-0.2,3.7949,0.50832896,21.18,0.0,0.5,21.18,-0.5,2.0,2025-02-26 22:12:57,-0.9,
307,1,2,CCCV DChg,02:02:30.000,02:32:30.000,-0.2,3.7940,0.51041227,21.27,0.0,0.5,21.27,-0.5,2.0,2025-02-26 22:13:27,-0.9,
308,1,2,CCCV DChg,02:03:00.000,02:33:00.000,-0.3,3.7932,0.51249561,21.35,0.0,0.5,21.35,-0.5,2.0,2025-02-26 22:13:57,-0.9,
309,1,2,CCCV DChg,02:03:30.000,02:33:30.000,-0.2,3.7924,0.51457895,21.44,0.0,0.5,21.44,-0.5,2.0,2025-02-26 22:14:27,-0.9,
310,1,2,CCCV DChg,02:04:00.000,02:34:00.000,-0.2,3.7916,0.51666228,21.53,0.0,0.5,21.53,-0.5,2.0,2025-02-26 22:14:57,-0.9,
311,1,2,CCCV DChg,02:04:30.000,02:34:30.000,-0.2,3.7908,0.51874559,21.61,0.0,0.5,21.61,-0.5,2.0,2025-02-26 22:15:27,-0.9,
312,1,2,CCCV DChg,02:05:00.000,02:35:00.000,-0.2,3.7899,0.52082888,21.70,0.0,0.5,21.70,-0.5,2.0,2025-02-26 22:15:57,-0.9,
313,1,2,CCCV DChg,02:05:30.000,02:35:30.000,-0.2,3.7891,0.52291219,21.79,0.0,0.5,21.79,-0.5,2.0,2025-02-26 22:16:27,-0.9,
314,1,2,CCCV DChg,02:06:00.000,02:36:00.000,-0.2,3.7883,0.52499549,21.87,0.0,0.5,21.87,-0.5,2.1,2025-02-26 22:16:57,-0.9,
315,1,2,CCCV DChg,02:06:30.000,02:36:30.000,-0.2,3.7875,0.52707887,21.96,0.0,0.5,21.96,-0.5,2.1,2025-02-26 22:17:27,-0.9,
316,1,2,CCCV DChg,02:07:00.000,02:37:00.000,-0.2,3.7866,0.52916219,22.05,0.0,0.5,22.05,-0.5,2.1,2025-02-26 22:17:57,-0.9,
317,1,2,CCCV DChg,02:07:30.000,02:37:30.000,-0.2,3.7858,0.5312455,22.14,0.0,0.5,22.14,-0.5,2.1,2025-02-26 22:18:27,-0.9,
318,1,2,CCCV DChg,02:08:00.000,02:38:00.000,-0.2,3.7850,0.5333288,22.22,0.0,0.5,22.22,-0.5,2.1,2025-02-26 22:18:57,-0.9,
319,1,2,CCCV DChg,02:08:30.000,02:38:30.000,-0.2,3.7842,0.53541211,22.31,0.0,0.5,22.31,-0.5,2.1,2025-02-26 22:19:27,-0.9,
320,1,2,CCCV DChg,02:09:00.000,02:39:00.000,-0.2,3.7833,0.53749543,22.40,0.0,0.5,22.40,-0.5,2.1,2025-02-26 22:19:57,-0.9,
321,1,2,CCCV DChg,02:09:30.000,02:39:30.000,-0.2,3.7825,0.53957873,22.48,0.0,0.5,22.48,-0.5,2.1,2025-02-26 22:20:27,-0.9,
322,1,2,CCCV DChg,02:10:00.000,02:40:00.000,-0.2,3.7817,0.54166204,22.57,0.0,0.5,22.57,-0.5,2.1,2025-02-26 22:20:57,-0.9,
323,1,2,CCCV DChg,02:10:30.000,02:40:30.000,-0.2,3.7809,0.54374533,22.66,0.0,0.5,22.66,-0.5,2.1,2025-02-26 22:21:27,-0.9,
324,1,2,CCCV DChg,02:11:00.000,02:41:00.000,-0.2,3.7801,0.5458286,22.74,0.0,0.5,22.74,-0.5,2.1,2025-02-26 22:21:57,-0.9,
325,1,2,CCCV DChg,02:11:30.000,02:41:30.000,-0.2,3.7793,0.54791191,22.83,0.0,0.5,22.83,-0.5,2.1,2025-02-26 22:22:27,-0.9,
326,1,2,CCCV DChg,02:12:00.000,02:42:00.000,-0.2,3.7785,0.54999523,22.92,0.0,0.5,22.92,-0.5,2.1,2025-02-26 22:22:57,-0.9,
327,1,2,CCCV DChg,02:12:30.000,02:42:30.000,-0.2,3.7776,0.55207853,23.00,0.0,0.6,23.00,-0.6,2.2,2025-02-26 22:23:27,-0.9,
328,1,2,CCCV DChg,02:13:00.000,02:43:00.000,-0.2,3.7768,0.55416184,23.09,0.0,0.6,23.09,-0.6,2.2,2025-02-26 22:23:57,-0.9,
329,1,2,CCCV DChg,02:13:30.000,02:43:30.000,-0.2,3.7760,0.55624516,23.18,0.0,0.6,23.18,-0.6,2.2,2025-02-26 22:24:27,-0.9,
330,1,2,CCCV DChg,02:14:00.000,02:44:00.000,-0.2,3.7752,0.55832847,23.26,0.0,0.6,23.26,-0.6,2.2,2025-02-26 22:24:57,-0.9,
331,1,2,CCCV DChg,02:14:30.000,02:44:30.000,-0.2,3.7744,0.56041178,23.35,0.0,0.6,23.35,-0.6,2.2,2025-02-26 22:25:27,-0.9,
332,1,2,CCCV DChg,02:15:00.000,02:45:00.000,-0.2,3.7736,0.56249507,23.44,0.0,0.6,23.44,-0.6,2.2,2025-02-26 22:25:57,-0.9,
333,1,2,CCCV DChg,02:15:30.000,02:45:30.000,-0.2,3.7727,0.5645784,23.52,0.0,0.6,23.52,-0.6,2.2,2025-02-26 22:26:27,-0.9,
334,1,2,CCCV DChg,02:16:00.000,02:46:00.000,-0.2,3.7719,0.56666169,23.61,0.0,0.6,23.61,-0.6,2.2,2025-02-26 22:26:57,-0.9,
335,1,2,CCCV DChg,02:16:30.000,02:46:30.000,-0.2,3.7711,0.56874498,23.70,0.0,0.6,23.70,-0.6,2.2,2025-02-26 22:27:27,-0.9,
336,1,2,CCCV DChg,02:17:00.000,02:47:00.000,-0.2,3.7702,0.57082827,23.78,0.0,0.6,23.78,-0.6,2.2,2025-02-26 22:27:57,-0.9,
337,1,2,CCCV DChg,02:17:30.000,02:47:30.000,-0.2,3.7695,0.57291158,23.87,0.0,0.6,23.87,-0.6,2.2,2025-02-26 22:28:27,-0.9,
338,1,2,CCCV DChg,02:18:00.000,02:48:00.000,-0.2,3.7686,0.5749949,23.96,0.0,0.6,23.96,-0.6,2.2,2025-02-26 22:28:57,-0.9,
339,1,2,CCCV DChg,02:18:30.000,02:48:30.000,-0.2,3.7678,0.5770782,24.04,0.0,0.6,24.04,-0.6,2.2,2025-02-26 22:29:27,-0.9,
340,1,2,CCCV DChg,02:19:00.000,02:49:00.000,-0.2,3.7670,0.5791615,24.13,0.0,0.6,24.13,-0.6,2.3,2025-02-26 22:29:57,-0.9,
341,1,2,CCCV DChg,02:19:30.000,02:49:30.000,-0.2,3.7662,0.58124481,24.22,0.0,0.6,24.22,-0.6,2.3,2025-02-26 22:30:27,-0.9,
342,1,2,CCCV DChg,02:20:00.000,02:50:00.000,-0.2,3.7654,0.58332813,24.31,0.0,0.6,24.31,-0.6,2.3,2025-02-26 22:30:57,-0.9,
343,1,2,CCCV DChg,02:20:30.000,02:50:30.000,-0.2,3.7645,0.5854114,24.39,0.0,0.6,24.39,-0.6,2.3,2025-02-26 22:31:27,-0.9,
344,1,2,CCCV DChg,02:21:00.000,02:51:00.000,-0.2,3.7637,0.58749468,24.48,0.0,0.6,24.48,-0.6,2.3,2025-02-26 22:31:57,-0.9,
345,1,2,CCCV DChg,02:21:30.000,02:51:30.000,-0.2,3.7629,0.58957801,24.57,0.0,0.6,24.57,-0.6,2.3,2025-02-26 22:32:27,-0.9,
346,1,2,CCCV DChg,02:22:00.000,02:52:00.000,-0.2,3.7621,0.5916613,24.65,0.0,0.6,24.65,-0.6,2.3,2025-02-26 22:32:57,-0.9,
347,1,2,CCCV DChg,02:22:30.000,02:52:30.000,-0.2,3.7613,0.59374461,24.74,0.0,0.6,24.74,-0.6,2.3,2025-02-26 22:33:27,-0.9,
348,1,2,CCCV DChg,02:23:00.000,02:53:00.000,-0.2,3.7604,0.59582788,24.83,0.0,0.6,24.83,-0.6,2.3,2025-02-26 22:33:57,-0.9,
349,1,2,CCCV DChg,02:23:30.000,02:53:30.000,-0.2,3.7596,0.5979112,24.91,0.0,0.6,24.91,-0.6,2.3,2025-02-26 22:34:27,-0.9,
350,1,2,CCCV DChg,02:24:00.000,02:54:00.000,-0.2,3.7588,0.59999451,25.00,0.0,0.6,25.00,-0.6,2.3,2025-02-26 22:34:57,-0.9,
351,1,2,CCCV DChg,02:24:30.000,02:54:30.000,-0.2,3.7579,0.60207781,25.09,0.0,0.6,25.09,-0.6,2.3,2025-02-26 22:35:27,-0.9,
352,1,2,CCCV DChg,02:25:00.000,02:55:00.000,-0.2,3.7571,0.60416112,25.17,0.0,0.6,25.17,-0.6,2.4,2025-02-26 22:35:57,-0.9,
353,1,2,CCCV DChg,02:25:30.000,02:55:30.000,-0.2,3.7563,0.60624442,25.26,0.0,0.6,25.26,-0.6,2.4,2025-02-26 22:36:27,-0.9,
354,1,2,CCCV DChg,02:26:00.000,02:56:00.000,-0.2,3.7555,0.60832774,25.35,0.0,0.6,25.35,-0.6,2.4,2025-02-26 22:36:57,-0.9,
355,1,2,CCCV DChg,02:26:30.000,02:56:30.000,-0.2,3.7546,0.61041104,25.43,0.0,0.6,25.43,-0.6,2.4,2025-02-26 22:37:27,-0.9,
356,1,2,CCCV DChg,02:27:00.000,02:57:00.000,-0.2,3.7538,0.61249436,25.52,0.0,0.6,25.52,-0.6,2.4,2025-02-26 22:37:57,-0.9,
357,1,2,CCCV DChg,02:27:30.000,02:57:30.000,-0.2,3.7530,0.61457761,25.61,0.0,0.6,25.61,-0.6,2.4,2025-02-26 22:38:27,-0.9,
358,1,2,CCCV DChg,02:28:00.000,02:58:00.000,-0.2,3.7521,0.61666094,25.69,0.0,0.6,25.69,-0.6,2.4,2025-02-26 22:38:57,-0.9,
359,1,2,CCCV DChg,02:28:30.000,02:58:30.000,-0.2,3.7513,0.61874423,25.78,0.0,0.6,25.78,-0.6,2.4,2025-02-26 22:39:27,-0.9,
360,1,2,CCCV DChg,02:29:00.000,02:59:00.000,-0.2,3.7504,0.62082754,25.87,0.0,0.6,25.87,-0.6,2.4,2025-02-26 22:39:57,-0.9,
361,1,2,CCCV DChg,02:29:30.000,02:59:30.000,-0.2,3.7496,0.62291086,25.95,0.0,0.6,25.95,-0.6,2.4,2025-02-26 22:40:27,-0.9,
362,1,2,CCCV DChg,02:30:00.000,03:00:00.000,-0.2,3.7487,0.62499416,26.04,0.0,0.6,26.04,-0.6,2.4,2025-02-26 22:40:57,-0.9,
363,1,2,CCCV DChg,02:30:30.000,03:00:30.000,-0.2,3.7479,0.62707748,26.13,0.0,0.6,26.13,-0.6,2.4,2025-02-26 22:41:27,-0.9,
364,1,2,CCCV DChg,02:31:00.000,03:01:00.000,-0.2,3.7470,0.62916077,26.22,0.0,0.6,26.22,-0.6,2.4,2025-02-26 22:41:57,-0.9,
365,1,2,CCCV DChg,02:31:30.000,03:01:30.000,-0.2,3.7462,0.63124407,26.30,0.0,0.6,26.30,-0.6,2.5,2025-02-26 22:42:27,-0.9,
366,1,2,CCCV DChg,02:32:00.000,03:02:00.000,-0.2,3.7453,0.63332735,26.39,0.0,0.6,26.39,-0.6,2.5,2025-02-26 22:42:57,-0.9,
367,1,2,CCCV DChg,02:32:30.000,03:02:30.000,-0.2,3.7445,0.63541066,26.48,0.0,0.6,26.48,-0.6,2.5,2025-02-26 22:43:27,-0.9,
368,1,2,CCCV DChg,02:33:00.000,03:03:00.000,-0.2,3.7435,0.63749397,26.56,0.0,0.6,26.56,-0.6,2.5,2025-02-26 22:43:57,-0.9,
369,1,2,CCCV DChg,02:33:30.000,03:03:30.000,-0.2,3.7427,0.63957728,26.65,0.0,0.6,26.65,-0.6,2.5,2025-02-26 22:44:27,-0.9,
370,1,2,CCCV DChg,02:34:00.000,03:04:00.000,-0.2,3.7418,0.64166059,26.74,0.0,0.6,26.74,-0.6,2.5,2025-02-26 22:44:57,-0.9,
371,1,2,CCCV DChg,02:34:30.000,03:04:30.000,-0.2,3.7409,0.64374392,26.82,0.0,0.6,26.82,-0.6,2.5,2025-02-26 22:45:27,-0.9,
372,1,2,CCCV DChg,02:35:00.000,03:05:00.000,-0.2,3.7400,0.64582721,26.91,0.0,0.6,26.91,-0.6,2.5,2025-02-26 22:45:57,-0.9,
373,1,2,CCCV DChg,02:35:30.000,03:05:30.000,-0.2,3.7391,0.64791051,27.00,0.0,0.6,27.00,-0.6,2.5,2025-02-26 22:46:27,-0.9,
374,1,2,CCCV DChg,02:36:00.000,03:06:00.000,-0.2,3.7382,0.64999382,27.08,0.0,0.6,27.08,-0.6,2.5,2025-02-26 22:46:57,-0.9,
375,1,2,CCCV DChg,02:36:30.000,03:06:30.000,-0.2,3.7373,0.65207714,27.17,0.0,0.7,27.17,-0.7,2.5,2025-02-26 22:47:27,-0.9,
376,1,2,CCCV DChg,02:37:00.000,03:07:00.000,-0.2,3.7364,0.65416046,27.26,0.0,0.7,27.26,-0.7,2.5,2025-02-26 22:47:57,-0.9,
377,1,2,CCCV DChg,02:37:30.000,03:07:30.000,-0.2,3.7354,0.65624377,27.34,0.0,0.7,27.34,-0.7,2.5,2025-02-26 22:48:27,-0.9,
378,1,2,CCCV DChg,02:38:00.000,03:08:00.000,-0.2,3.7345,0.65832707,27.43,0.0,0.7,27.43,-0.7,2.6,2025-02-26 22:48:57,-0.9,
379,1,2,CCCV DChg,02:38:30.000,03:08:30.000,-0.2,3.7335,0.66041038,27.52,0.0,0.7,27.52,-0.7,2.6,2025-02-26 22:49:27,-0.9,
380,1,2,CCCV DChg,02:39:00.000,03:09:00.000,-0.2,3.7326,0.6624937,27.60,0.0,0.7,27.60,-0.7,2.6,2025-02-26 22:49:57,-0.9,
