DataPoint,Cycle Index,Step Index,Step Type,Time,Total Time,Current(mA),Voltage(V),Capacity(mAh),Spec. Cap.(mAh/g),Chg. Cap.(mAh),DChg. Cap.(mAh),DChg. Spec. Cap.(mAh/g),Accumulated capacity(mAh),Energy(mWh),Date,Power(mW),
15244,3,17,Rest,01:25:30.000,107:12:33.100,0.0,3.8773,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 06:53:12,0.0,
15245,3,17,Rest,01:26:00.000,107:13:03.100,0.0,3.8772,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 06:53:42,0.0,
15246,3,17,Rest,01:26:30.000,107:13:33.100,0.0,3.8771,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 06:54:12,0.0,
15247,3,17,Rest,01:27:00.000,107:14:03.100,0.0,3.8770,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 06:54:42,0.0,
15248,3,17,Rest,01:27:30.000,107:14:33.100,0.0,3.8769,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 06:55:12,0.0,
15249,3,17,Rest,01:28:00.000,107:15:03.100,0.0,3.8768,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 06:55:42,0.0,
15250,3,17,Rest,01:28:30.000,107:15:33.100,0.0,3.8767,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 06:56:12,0.0,
15251,3,17,Rest,01:29:00.000,107:16:03.100,0.0,3.8766,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 06:56:42,0.0,
15252,3,17,Rest,01:29:30.000,107:16:33.100,0.0,3.8766,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 06:57:12,0.0,
15253,3,17,Rest,01:30:00.000,107:17:03.100,0.0,3.8765,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 06:57:42,0.0,
15254,3,17,Rest,01:30:30.000,107:17:33.100,0.0,3.8764,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 06:58:12,0.0,
15255,3,17,Rest,01:31:00.000,107:18:03.100,0.0,3.8763,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 06:58:42,0.0,
15256,3,17,Rest,01:31:30.000,107:18:33.100,0.0,3.8762,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 06:59:12,0.0,
15257,3,17,Rest,01:32:00.000,107:19:03.100,0.0,3.8762,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 06:59:42,0.0,
15258,3,17,Rest,01:32:30.000,107:19:33.100,0.0,3.8761,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:00:12,0.0,
15259,3,17,Rest,01:33:00.000,107:20:03.100,0.0,3.8760,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:00:42,0.0,
15260,3,17,Rest,01:33:30.000,107:20:33.100,0.0,3.8759,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:01:12,0.0,
15261,3,17,Rest,01:34:00.000,107:21:03.100,0.0,3.8758,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:01:42,0.0,
15262,3,17,Rest,01:34:30.000,107:21:33.100,0.0,3.8758,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:02:12,0.0,
15263,3,17,Rest,01:35:00.000,107:22:03.100,0.0,3.8757,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:02:42,0.0,
15264,3,17,Rest,01:35:30.000,107:22:33.100,0.0,3.8756,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:03:12,0.0,
15265,3,17,Rest,01:36:00.000,107:23:03.100,0.0,3.8755,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:03:42,0.0,
15266,3,17,Rest,01:36:30.000,107:23:33.100,0.0,3.8755,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:04:12,0.0,
15267,3,17,Rest,01:37:00.000,107:24:03.100,0.0,3.8754,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:04:42,0.0,
15268,3,17,Rest,01:37:30.000,107:24:33.100,0.0,3.8753,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:05:12,0.0,
15269,3,17,Rest,01:38:00.000,107:25:03.100,0.0,3.8752,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:05:42,0.0,
15270,3,17,Rest,01:38:30.000,107:25:33.100,0.0,3.8751,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:06:12,0.0,
15271,3,17,Rest,01:39:00.000,107:26:03.100,0.0,3.8750,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:06:42,0.0,
15272,3,17,Rest,01:39:30.000,107:26:33.100,0.0,3.8750,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:07:12,0.0,
15273,3,17,Rest,01:40:00.000,107:27:03.100,0.0,3.8749,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:07:42,0.0,
15274,3,17,Rest,01:40:30.000,107:27:33.100,0.0,3.8748,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:08:12,0.0,
15275,3,17,Rest,01:41:00.000,107:28:03.100,0.0,3.8748,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:08:42,0.0,
15276,3,17,Rest,01:41:30.000,107:28:33.100,0.0,3.8747,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:09:12,0.0,
15277,3,17,Rest,01:42:00.000,107:29:03.100,0.0,3.8746,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:09:42,0.0,
15278,3,17,Rest,01:42:30.000,107:29:33.100,0.0,3.8745,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:10:12,0.0,
15279,3,17,Rest,01:43:00.000,107:30:03.100,0.0,3.8745,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:10:42,0.0,
15280,3,17,Rest,01:43:30.000,107:30:33.100,0.0,3.8744,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:11:12,0.0,
15281,3,17,Rest,01:44:00.000,107:31:03.100,0.0,3.8743,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:11:42,0.0,
15282,3,17,Rest,01:44:30.000,107:31:33.100,0.0,3.8743,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:12:12,0.0,
15283,3,17,Rest,01:45:00.000,107:32:03.100,0.0,3.8742,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:12:42,0.0,
15284,3,17,Rest,01:45:30.000,107:32:33.100,0.0,3.8741,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:13:12,0.0,
15285,3,17,Rest,01:46:00.000,107:33:03.100,0.0,3.8740,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:13:42,0.0,
15286,3,17,Rest,01:46:30.000,107:33:33.100,0.0,3.8739,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:14:12,0.0,
15287,3,17,Rest,01:47:00.000,107:34:03.100,0.0,3.8739,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:14:42,0.0,
15288,3,17,Rest,01:47:30.000,107:34:33.100,0.0,3.8738,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:15:12,0.0,
15289,3,17,Rest,01:48:00.000,107:35:03.100,0.0,3.8738,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:15:42,0.0,
15290,3,17,Rest,01:48:30.000,107:35:33.100,0.0,3.8737,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:16:12,0.0,
15291,3,17,Rest,01:49:00.000,107:36:03.100,0.0,3.8736,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:16:42,0.0,
15292,3,17,Rest,01:49:30.000,107:36:33.100,0.0,3.8735,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:17:12,0.0,
15293,3,17,Rest,01:50:00.000,107:37:03.100,0.0,3.8734,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:17:42,0.0,
15294,3,17,Rest,01:50:30.000,107:37:33.100,0.0,3.8733,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:18:12,0.0,
15295,3,17,Rest,01:51:00.000,107:38:03.100,0.0,3.8733,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:18:42,0.0,
15296,3,17,Rest,01:51:30.000,107:38:33.100,0.0,3.8732,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:19:12,0.0,
15297,3,17,Rest,01:52:00.000,107:39:03.100,0.0,3.8731,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:19:42,0.0,
15298,3,17,Rest,01:52:30.000,107:39:33.100,0.0,3.8731,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:20:12,0.0,
15299,3,17,Rest,01:53:00.000,107:40:03.100,0.0,3.8730,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:20:42,0.0,
15300,3,17,Rest,01:53:30.000,107:40:33.100,0.0,3.8730,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:21:12,0.0,
15301,3,17,Rest,01:54:00.000,107:41:03.100,0.0,3.8728,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:21:42,0.0,
15302,3,17,Rest,01:54:30.000,107:41:33.100,0.0,3.8728,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:22:12,0.0,
15303,3,17,Rest,01:55:00.000,107:42:03.100,0.0,3.8727,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:22:42,0.0,
15304,3,17,Rest,01:55:30.000,107:42:33.100,0.0,3.8726,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:23:12,0.0,
15305,3,17,Rest,01:56:00.000,107:43:03.100,0.0,3.8726,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:23:42,0.0,
15306,3,17,Rest,01:56:30.000,107:43:33.100,0.0,3.8726,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:24:12,0.0,
15307,3,17,Rest,01:57:00.000,107:44:03.100,0.0,3.8725,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:24:42,0.0,
15308,3,17,Rest,01:57:30.000,107:44:33.100,0.0,3.8724,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:25:12,0.0,
15309,3,17,Rest,01:58:00.000,107:45:03.100,0.0,3.8723,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:25:42,0.0,
15310,3,17,Rest,01:58:30.000,107:45:33.100,0.0,3.8722,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:26:12,0.0,
15311,3,17,Rest,01:59:00.000,107:46:03.100,0.0,3.8722,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:26:42,0.0,
15312,3,17,Rest,01:59:30.000,107:46:33.100,0.0,3.8721,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:12,0.0,
15313,3,17,Rest,02:00:00.000,107:47:03.100,0.0,3.8720,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:42,0.0,
15314,3,18,CC Chg,00:00:00.000,107:47:03.100,1.2,3.9122,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:42,4.8,
15315,3,18,CC Chg,00:00:00.100,107:47:03.200,1.2,3.9122,0.0000342,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:43,4.8,
15316,3,19,CC Chg,00:00:00.000,107:47:03.200,1.2,3.9135,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:43,4.8,
15317,3,19,CC Chg,00:00:00.100,107:47:03.300,1.2,3.9135,0.0000342,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:43,4.8,
15318,3,19,CC Chg,00:00:00.200,107:47:03.400,1.2,3.9142,0.0000683,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:43,4.8,
15319,3,19,CC Chg,00:00:00.300,107:47:03.500,1.2,3.9148,0.0001025,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:43,4.8,
15320,3,19,CC Chg,00:00:00.400,107:47:03.600,1.2,3.9154,0.0001367,0.01,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:43,4.8,
15321,3,19,CC Chg,00:00:00.500,107:47:03.700,1.2,3.9159,0.0001708,0.01,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:43,4.8,
15322,3,19,CC Chg,00:00:00.600,107:47:03.800,1.2,3.9164,0.000205,0.01,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:43,4.8,
15323,3,19,CC Chg,00:00:00.700,107:47:03.900,1.2,3.9167,0.0002391,0.01,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:43,4.8,
15324,3,19,CC Chg,00:00:00.800,107:47:04.000,1.2,3.9171,0.0002733,0.01,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:43,4.8,
15325,3,19,CC Chg,00:00:00.900,107:47:04.100,1.2,3.9175,0.0003075,0.01,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:43,4.8,
15326,3,19,CC Chg,00:00:01.000,107:47:04.200,1.2,3.9178,0.0003416,0.01,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:44,4.8,
15327,3,19,CC Chg,00:00:01.100,107:47:04.300,1.2,3.9181,0.0003758,0.02,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:44,4.8,
15328,3,19,CC Chg,00:00:01.200,107:47:04.400,1.2,3.9184,0.00041,0.02,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:44,4.8,
15329,3,19,CC Chg,00:00:01.300,107:47:04.500,1.2,3.9187,0.0004441,0.02,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:44,4.8,
15330,3,19,CC Chg,00:00:01.400,107:47:04.600,1.2,3.9190,0.0004783,0.02,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:44,4.8,
15331,3,19,CC Chg,00:00:01.500,107:47:04.700,1.2,3.9192,0.0005124,0.02,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:44,4.8,
15332,3,19,CC Chg,00:00:01.600,107:47:04.800,1.2,3.9195,0.0005466,0.02,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:44,4.8,
15333,3,19,CC Chg,00:00:01.700,107:47:04.900,1.2,3.9198,0.0005808,0.02,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:44,4.8,
15334,3,19,CC Chg,00:00:01.800,107:47:05.000,1.2,3.9200,0.0006149,0.03,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:44,4.8,
15335,3,19,CC Chg,00:00:01.900,107:47:05.100,1.2,3.9203,0.0006491,0.03,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:44,4.8,
15336,3,19,CC Chg,00:00:02.000,107:47:05.200,1.2,3.9205,0.0006833,0.03,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:45,4.8,
15337,3,19,CC Chg,00:00:02.100,107:47:05.300,1.2,3.9207,0.0007174,0.03,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:45,4.8,
15338,3,19,CC Chg,00:00:02.200,107:47:05.400,1.2,3.9210,0.0007516,0.03,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:45,4.8,
15339,3,19,CC Chg,00:00:02.300,107:47:05.500,1.2,3.9212,0.0007858,0.03,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:45,4.8,
15340,3,19,CC Chg,00:00:02.400,107:47:05.600,1.2,3.9214,0.0008199,0.03,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:45,4.8,
15341,3,19,CC Chg,00:00:02.500,107:47:05.700,1.2,3.9217,0.0008541,0.04,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:45,4.8,
15342,3,19,CC Chg,00:00:02.600,107:47:05.800,1.2,3.9218,0.0008882,0.04,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:45,4.8,
15343,3,19,CC Chg,00:00:02.700,107:47:05.900,1.2,3.9221,0.0009224,0.04,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:45,4.8,
15344,3,19,CC Chg,00:00:02.800,107:47:06.000,1.2,3.9223,0.0009566,0.04,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:45,4.8,
15345,3,19,CC Chg,00:00:02.900,107:47:06.100,1.2,3.9224,0.0009907,0.04,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:45,4.8,
15346,3,19,CC Chg,00:00:03.000,107:47:06.200,1.2,3.9227,0.0010249,0.04,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:46,4.8,
15347,3,19,CC Chg,00:00:03.100,107:47:06.300,1.2,3.9229,0.0010591,0.04,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:46,4.8,
15348,3,19,CC Chg,00:00:03.200,107:47:06.400,1.2,3.9231,0.0010932,0.05,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:46,4.8,
15349,3,19,CC Chg,00:00:03.300,107:47:06.500,1.2,3.9233,0.0011274,0.05,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:46,4.8,
15350,3,19,CC Chg,00:00:03.400,107:47:06.600,1.2,3.9234,0.0011615,0.05,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:46,4.8,
15351,3,19,CC Chg,00:00:03.500,107:47:06.700,1.2,3.9236,0.0011957,0.05,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:46,4.8,
15352,3,19,CC Chg,00:00:03.600,107:47:06.800,1.2,3.9238,0.0012299,0.05,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:46,4.8,
15353,3,19,CC Chg,00:00:03.700,107:47:06.900,1.2,3.9240,0.001264,0.05,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:46,4.8,
15354,3,19,CC Chg,00:00:03.800,107:47:07.000,1.2,3.9242,0.0012982,0.05,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:46,4.8,
15355,3,19,CC Chg,00:00:03.900,107:47:07.100,1.2,3.9244,0.0013324,0.06,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:46,4.8,
15356,3,19,CC Chg,00:00:04.000,107:47:07.200,1.2,3.9246,0.0013665,0.06,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:47,4.8,
15357,3,19,CC Chg,00:00:04.100,107:47:07.300,1.2,3.9248,0.0014007,0.06,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:47,4.8,
15358,3,19,CC Chg,00:00:04.200,107:47:07.400,1.2,3.9249,0.0014349,0.06,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:47,4.8,
15359,3,19,CC Chg,00:00:04.300,107:47:07.500,1.2,3.9251,0.001469,0.06,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:47,4.8,
15360,3,19,CC Chg,00:00:04.400,107:47:07.600,1.2,3.9253,0.0015032,0.06,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:47,4.8,
15361,3,19,CC Chg,00:00:04.500,107:47:07.700,1.2,3.9255,0.0015373,0.06,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:47,4.8,
15362,3,19,CC Chg,00:00:04.600,107:47:07.800,1.2,3.9256,0.0015715,0.07,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:47,4.8,
15363,3,19,CC Chg,00:00:04.700,107:47:07.900,1.2,3.9258,0.0016057,0.07,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:47,4.8,
15364,3,19,CC Chg,00:00:04.800,107:47:08.000,1.2,3.9260,0.0016398,0.07,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:47,4.8,
15365,3,19,CC Chg,00:00:04.900,107:47:08.100,1.2,3.9261,0.001674,0.07,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:47,4.8,
15366,3,19,CC Chg,00:00:05.000,107:47:08.200,1.2,3.9263,0.0017082,0.07,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:48,4.8,
15367,3,20,CC Chg,00:00:00.000,107:47:08.200,1.2,3.9265,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:48,4.8,
15368,3,20,CC Chg,00:00:01.000,107:47:09.200,1.2,3.9279,0.0003416,0.01,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:49,4.8,
15369,3,20,CC Chg,00:00:02.000,107:47:10.200,1.2,3.9294,0.0006833,0.03,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:50,4.8,
15370,3,20,CC Chg,00:00:03.000,107:47:11.200,1.2,3.9307,0.0010249,0.04,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:51,4.8,
15371,3,20,CC Chg,00:00:04.000,107:47:12.200,1.2,3.9321,0.0013665,0.06,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:52,4.8,
15372,3,20,CC Chg,00:00:05.000,107:47:13.200,1.2,3.9334,0.0017082,0.07,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:53,4.8,
15373,3,20,CC Chg,00:00:06.000,107:47:14.200,1.2,3.9345,0.0020498,0.09,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:54,4.8,
15374,3,20,CC Chg,00:00:07.000,107:47:15.200,1.2,3.9357,0.0023914,0.10,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:55,4.8,
15375,3,20,CC Chg,00:00:08.000,107:47:16.200,1.2,3.9368,0.0027331,0.11,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:56,4.8,
15376,3,20,CC Chg,00:00:09.000,107:47:17.200,1.2,3.9379,0.0030747,0.13,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:57,4.8,
15377,3,20,CC Chg,00:00:10.000,107:47:18.200,1.2,3.9390,0.0034163,0.14,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:58,4.8,
15378,3,20,CC Chg,00:00:11.000,107:47:19.200,1.2,3.9401,0.003758,0.16,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:27:59,4.8,
15379,3,20,CC Chg,00:00:12.000,107:47:20.200,1.2,3.9411,0.0040996,0.17,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:28:00,4.8,
15380,3,20,CC Chg,00:00:13.000,107:47:21.200,1.2,3.9421,0.0044412,0.19,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:28:01,4.8,
15381,3,20,CC Chg,00:00:14.000,107:47:22.200,1.2,3.9431,0.0047829,0.20,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:28:02,4.8,
15382,3,20,CC Chg,00:00:15.000,107:47:23.200,1.2,3.9440,0.0051245,0.21,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:28:03,4.9,
15383,3,20,CC Chg,00:00:16.000,107:47:24.200,1.2,3.9449,0.0054661,0.23,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:28:04,4.9,
15384,3,20,CC Chg,00:00:17.000,107:47:25.200,1.2,3.9459,0.0058078,0.24,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:28:05,4.9,
15385,3,20,CC Chg,00:00:18.000,107:47:26.200,1.2,3.9467,0.0061494,0.26,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:28:06,4.9,
15386,3,20,CC Chg,00:00:19.000,107:47:27.200,1.2,3.9476,0.006491,0.27,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:28:07,4.9,
15387,3,20,CC Chg,00:00:20.000,107:47:28.200,1.2,3.9485,0.0068327,0.28,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:28:08,4.9,
15388,3,20,CC Chg,00:00:21.000,107:47:29.200,1.2,3.9494,0.0071743,0.30,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:28:09,4.9,
15389,3,20,CC Chg,00:00:22.000,107:47:30.200,1.2,3.9502,0.0075159,0.31,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:28:10,4.9,
15390,3,20,CC Chg,00:00:23.000,107:47:31.200,1.2,3.9511,0.0078576,0.33,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:28:11,4.9,
15391,3,20,CC Chg,00:00:24.000,107:47:32.200,1.2,3.9519,0.0081992,0.34,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:28:12,4.9,
15392,3,20,CC Chg,00:00:25.000,107:47:33.200,1.2,3.9527,0.0085408,0.36,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:28:13,4.9,
15393,3,21,Rest,00:00:00.000,107:47:33.200,0.0,3.9127,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:28:13,0.0,
15394,3,21,Rest,00:00:00.100,107:47:33.300,0.0,3.9127,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:28:13,0.0,
15395,3,22,Rest,00:00:00.000,107:47:33.300,0.0,3.9116,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:28:13,0.0,
15396,3,22,Rest,00:00:00.100,107:47:33.400,0.0,3.9116,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:28:13,0.0,
15397,3,22,Rest,00:00:00.200,107:47:33.500,0.0,3.9110,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:28:13,0.0,
15398,3,22,Rest,00:00:00.300,107:47:33.600,0.0,3.9105,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:28:13,0.0,
15399,3,22,Rest,00:00:00.400,107:47:33.700,0.0,3.9100,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:28:13,0.0,
15400,3,22,Rest,00:00:00.500,107:47:33.800,0.0,3.9096,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:28:13,0.0,
15401,3,22,Rest,00:00:00.600,107:47:33.900,0.0,3.9092,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:28:13,0.0,
15402,3,22,Rest,00:00:00.700,107:47:34.000,0.0,3.9089,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:28:13,0.0,
15403,3,22,Rest,00:00:00.800,107:47:34.100,0.0,3.9086,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:28:13,0.0,
15404,3,22,Rest,00:00:00.900,107:47:34.200,0.0,3.9084,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:28:14,0.0,
15405,3,22,Rest,00:00:01.000,107:47:34.300,0.0,3.9081,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:28:14,0.0,
15406,3,22,Rest,00:00:01.100,107:47:34.400,0.0,3.9078,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:28:14,0.0,
15407,3,22,Rest,00:00:01.200,107:47:34.500,0.0,3.9076,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:28:14,0.0,
15408,3,22,Rest,00:00:01.300,107:47:34.600,0.0,3.9074,0,0.00,0.0,0.0,0.00,-0.7,0.0,2025-03-03 07:28:14,0.0,
